eo_number,document_number,title,president,signing_date,publication_date,citation,body_char_count,pdf_url,raw_text_url,summary,primary_topic,primary_topic_as_extracted,topic_other_reason,secondary_topics,instrument,instrument_other_reason,finish_reason
14078,2022-15743,Bolstering Efforts To Bring Hostages and Wrongfully Detained United States Nationals Home,Joseph R. Biden Jr.,2022-07-19,2022-07-21,87 FR 43389,22054,https://www.govinfo.gov/content/pkg/FR-2022-07-21/pdf/2022-15743.pdf,https://www.federalregister.gov/documents/full_text/text/2022/07/21/2022-15743.txt,"Executive Order 14078 establishes new coordination and reporting duties, continues prior hostage‑recovery directives, and imposes sanctions on persons linked to hostage‑taking or wrongful detention.",justice_and_law_enforcement,,,[],other,"The order’s main actions are a mix of delegating authority, directing reports and imposing sanctions; no single listed instrument dominates.",stop
14079,2022-17420,Securing Access to Reproductive and Other Healthcare Services,Joseph R. Biden Jr.,2022-08-03,2022-08-11,87 FR 49505,7844,https://www.govinfo.gov/content/pkg/FR-2022-08-11/pdf/2022-17420.pdf,https://www.federalregister.gov/documents/full_text/text/2022/08/11/2022-17420.txt,"Executive Order 14079 directs the Secretary of Health and Human Services to take actions that improve access to reproductive and other healthcare services. It tasks HHS with considering measures to expand Medicaid coverage across state lines, ensuring compliance with federal non‑discrimination laws, and evaluating data collection on maternal health outcomes. The order does not create a new entity but delegates authority to HHS to develop guidance, technical assistance, and other actions to protect reproductive health access.",health,,,"[""government_administration""]",delegates_authority,,stop
14080,2022-18840,Implementation of the CHIPS Act of 2022,Joseph R. Biden Jr.,2022-08-25,2022-08-30,87 FR 52847,8404,https://www.govinfo.gov/content/pkg/FR-2022-08-30/pdf/2022-18840.pdf,https://www.federalregister.gov/documents/full_text/text/2022/08/30/2022-18840.txt,"Executive Order 14080 establishes the CHIPS Implementation Steering Council to coordinate the implementation of the CHIPS Act across the executive branch. It directs all federal agencies to prioritize protecting taxpayer resources, building domestic semiconductor capacity, and fostering private‑sector investment. The order also tasks the Director of the Office of Management and Budget with overseeing stewardship of taxpayer funds and sets the Co‑Chairs of the Council.",technology_and_research,,,"[""economy_and_finance"", ""security_and_defense""]",creates_body,,stop
14081,2022-20167,"Advancing Biotechnology and Biomanufacturing Innovation for a Sustainable, Safe, and Secure American Bioeconomy",Joseph R. Biden Jr.,2022-09-12,2022-09-15,87 FR 56849,54068,https://www.govinfo.gov/content/pkg/FR-2022-09-15/pdf/2022-20167.pdf,https://www.federalregister.gov/documents/full_text/text/2022/09/15/2022-20167.txt,"Executive Order 14081 establishes several new bodies (Data for the Bioeconomy Initiative, Biosafety and Biosecurity Innovation Initiative, Interagency Technical Working Group) and directs a wide‑ranging set of reports, plans, and assessments across agencies, each with specific deadlines ranging from 90 days to 2 years, to advance biotechnology and biomanufacturing for health, climate, security, and economic goals.",technology_and_research,,,[],creates_body,,stop
14082,2022-20210,Implementation of the Energy and Infrastructure Provisions of the Inflation Reduction Act of 2022,Joseph R. Biden Jr.,2022-09-12,2022-09-16,87 FR 56861,14157,https://www.govinfo.gov/content/pkg/FR-2022-09-16/pdf/2022-20210.pdf,https://www.federalregister.gov/documents/full_text/text/2022/09/16/2022-20210.txt,"Executive Order 14082 establishes new offices and working groups, amends prior orders, and directs agency priorities to implement the Inflation Reduction Act’s energy and infrastructure provisions.",energy_and_environment,,,[],other,The order contains multiple distinct actions; each is captured as a separate claim below.,stop
14083,2022-20450,Ensuring Robust Consideration of Evolving National Security Risks by the Committee on Foreign Investment in the United States,Joseph R. Biden Jr.,2022-09-15,2022-09-20,87 FR 57369,22547,https://www.govinfo.gov/content/pkg/FR-2022-09-20/pdf/2022-20450.pdf,https://www.federalregister.gov/documents/full_text/text/2022/09/20/2022-20450.txt,"Executive Order 14083 directs the Committee on Foreign Investment in the United States (CFIUS) to expand its review factors, assigns the Office of Science and Technology Policy (OSTP) the task of publishing sector lists, and requires CFIUS to periodically report on its review process.",foreign_policy,,,[],delegates_authority,,stop
14084,2022-21839,"Promoting the Arts, the Humanities, and Museum and Library Services",Joseph R. Biden Jr.,2022-09-30,2022-10-05,87 FR 60535,12905,https://www.govinfo.gov/content/pkg/FR-2022-10-05/pdf/2022-21839.pdf,https://www.federalregister.gov/documents/full_text/text/2022/10/05/2022-21839.txt,"Executive Order 14084 establishes a new advisory body, the President’s Committee on the Arts and the Humanities, within the Institute of Museum and Library Services (IMLS). The order also sets the committee’s composition, advisory role, meeting frequency, and a two‑year termination deadline, and it references Executive Order 13985.",civil_rights,,"The order’s subject is the promotion of the arts, humanities, museum and library services – a cultural‑policy area not covered by the listed topics.",[],creates_body,,stop
14085,2022-21911,Expanding Eligibility for Certain Military Decorations and Awards,Joseph R. Biden Jr.,2022-10-03,2022-10-06,87 FR 60541,9031,https://www.govinfo.gov/content/pkg/FR-2022-10-06/pdf/2022-21911.pdf,https://www.federalregister.gov/documents/full_text/text/2022/10/06/2022-21911.txt,Executive Order 14085 expands eligibility for certain military decorations and awards by amending several prior executive orders that govern those awards.,government_administration,,"The order’s subject is the eligibility criteria for military decorations and awards, which falls under the administration of federal award programs.",[],revokes_or_amends,,stop
14086,2022-22531,Enhancing Safeguards for United States Signals Intelligence Activities,Joseph R. Biden Jr.,2022-10-07,2022-10-14,87 FR 62283,59133,https://www.govinfo.gov/content/pkg/FR-2022-10-14/pdf/2022-22531.pdf,https://www.federalregister.gov/documents/full_text/text/2022/10/14/2022-22531.txt,"Executive Order 14086 creates new oversight bodies, assigns officials new duties, and sets several time‑bound actions to strengthen privacy and civil‑liberties safeguards for U.S. signals‑intelligence activities.",technology_and_research,,,"[""justice_and_law_enforcement"", ""government_administration""]",other,The order primarily establishes policy safeguards rather than a listed instrument.,stop
14087,2022-22834,Lowering Prescription Drug Costs for Americans,Joseph R. Biden Jr.,2022-10-14,2022-10-19,87 FR 63399,6618,https://www.govinfo.gov/content/pkg/FR-2022-10-19/pdf/2022-22834.pdf,https://www.federalregister.gov/documents/full_text/text/2022/10/19/2022-22834.txt,The order directs the Secretary of Health and Human Services to submit a report within 90 days describing any health‑care payment and delivery models selected for testing to lower prescription‑drug costs.,health,,,[],directs_report_or_study,,stop
14088,2022-23433,Taking Additional Steps To Address the National Emergency With Respect to the Situation in Nicaragua,Joseph R. Biden Jr.,2022-10-24,2022-10-26,87 FR 64685,7839,https://www.govinfo.gov/content/pkg/FR-2022-10-26/pdf/2022-23433.pdf,https://www.federalregister.gov/documents/full_text/text/2022/10/26/2022-23433.txt,Executive Order 14088 amends Executive Order 13851 to add and replace subsections that expand sanctions‑related prohibitions and authorizations concerning Nicaragua.,foreign_policy,,,[],revokes_or_amends,,stop
14089,2022-27585,Establishing the President's Advisory Council on African Diaspora Engagement in the United States,Joseph R. Biden Jr.,2022-12-13,2022-12-19,87 FR 77459,8631,https://www.govinfo.gov/content/pkg/FR-2022-12-19/pdf/2022-27585.pdf,https://www.federalregister.gov/documents/full_text/text/2022/12/19/2022-27585.txt,Executive Order 14089 establishes the President’s Advisory Council on African Diaspora Engagement within the Department of State.,foreign_policy,,,[],creates_body,,stop
14090,2022-28474,Adjustments of Certain Rates of Pay,Joseph R. Biden Jr.,2022-12-23,2022-12-29,87 FR 79985,4410,https://www.govinfo.gov/content/pkg/FR-2022-12-29/pdf/2022-28474.pdf,https://www.federalregister.gov/documents/full_text/text/2022/12/29/2022-28474.txt,"Executive Order 14090 adjusts the rates of basic pay for various federal pay systems, sets effective dates for the new schedules, and directs the Director of the Office of Personnel Management to implement locality‑based comparability payments.",government_administration,,,[],adjusts_pay_or_admin,,stop
14091,2023-03779,Further Advancing Racial Equity and Support for Underserved Communities Through the Federal Government,Joseph R. Biden Jr.,2023-02-16,2023-02-22,88 FR 10825,37942,https://www.govinfo.gov/content/pkg/FR-2023-02-22/pdf/2023-03779.pdf,https://www.federalregister.gov/documents/full_text/text/2023/02/22/2023-03779.txt,"Executive Order 14091 expands the federal government’s equity agenda by creating agency‑level Equity Teams and a White House Steering Committee on Equity, reinstating two earlier orders, and setting a series of reporting and planning deadlines.",justice_and_law_enforcement,,,[],creates_body,,stop
14092,2023-05714,Reducing Gun Violence and Making Our Communities Safer,Joseph R. Biden Jr.,2023-03-14,2023-03-17,88 FR 16527,10997,https://www.govinfo.gov/content/pkg/FR-2023-03-17/pdf/2023-05714.pdf,https://www.federalregister.gov/documents/full_text/text/2023/03/17/2023-05714.txt,Executive Order 14092 directs multiple federal officials to take actions and submit reports aimed at reducing gun violence.,justice_and_law_enforcement,,,[],creates_body,,stop
14093,2023-06730,Prohibition on Use by the United States Government of Commercial Spyware That Poses Risks to National Security,Joseph R. Biden Jr.,2023-03-27,2023-03-30,88 FR 18957,30905,https://www.govinfo.gov/content/pkg/FR-2023-03-30/pdf/2023-06730.pdf,https://www.federalregister.gov/documents/full_text/text/2023/03/30/2023-06730.txt,"Executive Order 14093 prohibits U.S. government operational use of commercial spyware and assigns a series of inter‑agency duties, reporting, and assessment requirements.",technology_and_research,,,[],delegates_authority,,stop
14094,2023-07760,Modernizing Regulatory Review,Joseph R. Biden Jr.,2023-04-06,2023-04-11,88 FR 21879,10177,https://www.govinfo.gov/content/pkg/FR-2023-04-11/pdf/2023-07760.pdf,https://www.federalregister.gov/documents/full_text/text/2023/04/11/2023-07760.txt,"Executive Order 14094 amends the definition of “significant regulatory action” in EO 12866, directs agencies to keep a log of rule‑making petitions, and orders the OMB Director to revise Circular A‑4 within one year.",government_administration,,,[],revokes_or_amends,,stop
14095,2023-08659,Increasing Access to High-Quality Care and Supporting Caregivers,Joseph R. Biden Jr.,2023-04-18,2023-04-21,88 FR 24669,31835,https://www.govinfo.gov/content/pkg/FR-2023-04-21/pdf/2023-08659.pdf,https://www.federalregister.gov/documents/full_text/text/2023/04/21/2023-08659.txt,"Executive Order 14095 directs multiple federal secretaries and agencies to issue guidance, consider rulemaking, conduct studies, and launch pilot programs aimed at improving the child‑care, long‑term‑care and caregiver workforce.",health,,,[],delegates_authority,,stop
14096,2023-08955,Revitalizing Our Nation's Commitment to Environmental Justice for All,Joseph R. Biden Jr.,2023-04-21,2023-04-26,88 FR 25251,45814,https://www.govinfo.gov/content/pkg/FR-2023-04-26/pdf/2023-08955.pdf,https://www.federalregister.gov/documents/full_text/text/2023/04/26/2023-08955.txt,"Executive Order 14096 establishes a White House Office of Environmental Justice and related bodies, directing agencies to develop strategic plans, assessments, and reporting on environmental‑justice issues.",energy_and_environment,,,[],creates_body,,stop
14097,2023-09318,Authority To Order the Ready Reserve of the Armed Forces to Active Duty To Address International Drug Trafficking,Joseph R. Biden Jr.,2023-04-27,2023-05-01,88 FR 26471,3101,https://www.govinfo.gov/content/pkg/FR-2023-05-01/pdf/2023-09318.pdf,https://www.federalregister.gov/documents/full_text/text/2023/05/01/2023-09318.txt,"Executive Order 14097 invokes emergency authority under the National Emergencies Act and 10 U.S.C. §12302 to allow the Secretary of Defense and the Secretary of Homeland Security, as well as the Secretaries of the Army, Navy, Air Force, and the Coast Guard, to order units and individual members of the Ready Reserve to active duty in order to address the national emergency posed by international drug trafficking. The order reaffirms that it does not impair existing statutory authority or create enforceable rights, and it is subject to the availability of appropriations.",security_and_defense,,,"[""foreign_policy"", ""economy_and_finance""]",delegates_authority,,stop
14098,2023-09826,Imposing Sanctions on Certain Persons Destabilizing Sudan and Undermining the Goal of a Democratic Transition,Joseph R. Biden Jr.,2023-05-04,2023-05-05,88 FR 29529,16246,https://www.govinfo.gov/content/pkg/FR-2023-05-05/pdf/2023-09826.pdf,https://www.federalregister.gov/documents/full_text/text/2023/05/05/2023-09826.txt,"Executive Order 14098 expands the national‑emergency sanctions regime against persons destabilizing Sudan, blocks their property, suspends their entry to the United States, and delegates implementation authority to senior officials.  It also references and continues earlier Sudan‑related orders.",foreign_policy,,,[],imposes_sanctions,,stop
14099,2023-10407,Moving Beyond COVID-19 Vaccination Requirements for Federal Workers,Joseph R. Biden Jr.,2023-05-09,2023-05-15,88 FR 30891,5523,https://www.govinfo.gov/content/pkg/FR-2023-05-15/pdf/2023-10407.pdf,https://www.federalregister.gov/documents/full_text/text/2023/05/15/2023-10407.txt,The order revokes the earlier vaccination‑requirement orders for federal employees and contractors.,health,,,[],revokes_or_amends,,stop
14100,2023-12974,"Advancing Economic Security for Military and Veteran Spouses, Military Caregivers, and Survivors",Joseph R. Biden Jr.,2023-06-09,2023-06-15,88 FR 39111,27064,https://www.govinfo.gov/content/pkg/FR-2023-06-15/pdf/2023-12974.pdf,https://www.federalregister.gov/documents/full_text/text/2023/06/15/2023-12974.txt,"Executive Order 14100 directs multiple federal agencies—primarily OPM, DoD, State, Labor, Veterans Affairs, Homeland Security, OSTP, and SBA—to develop a Government‑wide strategic plan and related actions that improve hiring, retention, training, telework, child‑care support, and entrepreneurial resources for military‑connected spouses, caregivers, and survivors. The order requires the plan within 180 days, updates reporting titles by FY 2025, mandates flexible spending accounts by 1 Jan 2024, and calls for inter‑agency coordination, data‑tracking recommendations, and new guidance on telework and administrative leave.",government_administration,,,"[""labor_and_workforce"", ""education"", ""health""]",directs_report_or_study,,stop
14101,2023-13889,"Strengthening Access to Affordable, High-Quality Contraception and Family Planning Services",Joseph R. Biden Jr.,2023-06-23,2023-06-28,88 FR 41815,13702,https://www.govinfo.gov/content/pkg/FR-2023-06-28/pdf/2023-13889.pdf,https://www.federalregister.gov/documents/full_text/text/2023/06/28/2023-13889.txt,"Executive Order 14101 directs multiple federal secretaries to consider actions that improve access to affordable, high‑quality contraception and family‑planning services.",health,,,[],delegates_authority,,stop
14102,2023-15347,Ordering the Selected Reserve and Certain Members of the Individual Ready Reserve of the Armed Forces to Active Duty,Joseph R. Biden Jr.,2023-07-13,2023-07-18,88 FR 45807,2225,https://www.govinfo.gov/content/pkg/FR-2023-07-18/pdf/2023-15347.pdf,https://www.federalregister.gov/documents/full_text/text/2023/07/18/2023-15347.txt,"Executive Order 14102 authorizes the Secretaries of Defense and Homeland Security (for the Coast Guard) to order selected reserve and certain Individual Ready Reserve members to active duty, limited to 3,000 total members (no more than 450 from the IRR).",government_administration,,,[],delegates_authority,,stop
14103,2023-16570,"2023 Amendments to the Manual for Courts-Martial, United States",Joseph R. Biden Jr.,2023-07-28,2023-08-02,88 FR 50535,13773,https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16570.pdf,https://www.federalregister.gov/documents/full_text/text/2023/08/02/2023-16570.txt,"Executive Order 14103 amends the Manual for Courts‑Martial (the UCMJ manual) by adding new appendices and revising several parts, with some changes taking effect immediately and others tied to dates set by the 2022 National‑Defense Authorization Act.",justice_and_law_enforcement,,,[],revokes_or_amends,,stop
14104,2023-16636,Federal Research and Development in Support of Domestic Manufacturing and United States Jobs,Joseph R. Biden Jr.,2023-07-28,2023-08-02,88 FR 51203,26844,https://www.govinfo.gov/content/pkg/FR-2023-08-02/pdf/2023-16636.pdf,https://www.federalregister.gov/documents/full_text/text/2023/08/02/2023-16636.txt,"Executive Order 14104 directs federal agencies to prioritize domestic manufacturing in federally‑funded research and development, to require reporting on the location of inventions, and to establish processes for waivers and reporting. The order delegates authority to agency heads and sets multiple reporting deadlines.",technology_and_research,,,[],delegates_authority,,stop
14105,2023-17449,Addressing United States Investments in Certain National Security Technologies and Products in Countries of Concern,Joseph R. Biden Jr.,2023-08-09,2023-08-11,88 FR 54867,21836,https://www.govinfo.gov/content/pkg/FR-2023-08-11/pdf/2023-17449.pdf,https://www.federalregister.gov/documents/full_text/text/2023/08/11/2023-17449.txt,"Executive Order 14105 declares a national emergency concerning United States investments that could aid countries of concern in developing sensitive national‑security technologies. It directs the Secretary of the Treasury, in consultation with other agencies, to issue regulations that require notification of certain transactions and prohibit others, and tasks the Secretary with reporting to the President and Congress and reviewing the regulations annually.",security_and_defense,,,"[""economy_and_finance"", ""foreign_policy""]",imposes_sanctions,,stop
14106,2023-17832,United States Coast Guard Officer Personnel Management,Joseph R. Biden Jr.,2023-08-14,2023-08-17,88 FR 55905,7648,https://www.govinfo.gov/content/pkg/FR-2023-08-17/pdf/2023-17832.pdf,https://www.federalregister.gov/documents/full_text/text/2023/08/17/2023-17832.txt,"Executive Order 14106 delegates a range of personnel‑management authorities for the United States Coast Guard from the President to the Secretary of Homeland Security, and further extends those delegated powers during war or national emergency.",government_administration,,"The order deals specifically with the internal personnel management of a uniformed service, which is a function of the executive branch rather than a broader defense policy area.",[],delegates_authority,,stop
14107,2023-19798,Exemption of Paul H. Maurer From Mandatory Separation,Joseph R. Biden Jr.,2023-09-06,2023-09-12,88 FR 62441,2145,https://www.govinfo.gov/content/pkg/FR-2023-09-12/pdf/2023-19798.pdf,https://www.federalregister.gov/documents/full_text/text/2023/09/12/2023-19798.txt,"Executive Order 14107 exempts Special Agent Paul H. Maurer, the Special Agent in Charge of the George W. Bush Protective Detail, from the automatic separation provision of 5 U.S.C. §8425(b)(1). The President determines that the public interest requires the exemption and directs that the Director of the United States Secret Service retain all supervisory authority over Maurer. The order includes standard general provisions stating it does not create any enforceable right and is subject to applicable law and appropriations.",government_administration,,,[],other,exempts a specific employee from mandatory separation under 5 U.S.C. §8425(b)(1),stop
14108,2023-21174,Ensuring the People of East Palestine Are Protected Now and in the Future,Joseph R. Biden Jr.,2023-09-20,2023-09-26,88 FR 66265,15389,https://www.govinfo.gov/content/pkg/FR-2023-09-26/pdf/2023-21174.pdf,https://www.federalregister.gov/documents/full_text/text/2023/09/26/2023-21174.txt,"Executive Order 14108 directs federal agencies to support long‑term recovery, environmental cleanup, public‑health monitoring and transportation safety after the East Palestine train derailment.",energy_and_environment,,,"[""health"", ""government_administration""]",delegates_authority,,stop
14109,2023-22250,Continuance of Certain Federal Advisory Committees and Amendments to Other Executive Orders,Joseph R. Biden Jr.,2023-09-29,2023-10-04,88 FR 68447,13455,https://www.govinfo.gov/content/pkg/FR-2023-10-04/pdf/2023-22250.pdf,https://www.federalregister.gov/documents/full_text/text/2023/10/04/2023-22250.txt,Executive Order 14109 continues a list of federal advisory committees through 30 Sept 2025 and supersedes sections 1‑2 of EO 14048.,government_administration,,,[],other,the order extends the existence of existing advisory committees (no listed instrument matches),stop
14110,2023-24283,"Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence",Joseph R. Biden Jr.,2023-10-30,2023-11-01,88 FR 75191,154440,https://www.govinfo.gov/content/pkg/FR-2023-11-01/pdf/2023-24283.pdf,https://www.federalregister.gov/documents/full_text/text/2023/11/01/2023-24283.txt,Executive Order 14110 establishes a White House Artificial Intelligence Council and directs a series of agency‑wide actions to govern the development and use of AI.,technology_and_research,,,[],creates_body,,stop
14111,2023-26569,Interagency Security Committee,Joseph R. Biden Jr.,2023-11-27,2023-12-01,88 FR 83809,11803,https://www.govinfo.gov/content/pkg/FR-2023-12-01/pdf/2023-26569.pdf,https://www.federalregister.gov/documents/full_text/text/2023/12/01/2023-26569.txt,Executive Order 14111 establishes the Interagency Security Committee to improve security and protection of Federal facilities.,government_administration,,,[],creates_body,,stop
14112,2023-27318,Reforming Federal Funding and Support for Tribal Nations To Better Embrace Our Trust Responsibilities and Promote the Next Era of Tribal Self-Determination,Joseph R. Biden Jr.,2023-12-06,2023-12-11,88 FR 86021,22068,https://www.govinfo.gov/content/pkg/FR-2023-12-11/pdf/2023-27318.pdf,https://www.federalregister.gov/documents/full_text/text/2023/12/11/2023-27318.txt,"EO 14112 delegates authority to the OMB Director and Domestic Policy Advisor to lead a review of Tribal Nations funding, requires agency heads to report funding needs within 540 days, and mandates guidance development within 240 days.",tribal_affairs,,,[],delegates_authority,,stop
14113,2023-28661,Adjustments of Certain Rates of Pay,Joseph R. Biden Jr.,2023-12-21,2023-12-26,88 FR 89259,4411,https://www.govinfo.gov/content/pkg/FR-2023-12-26/pdf/2023-28661.pdf,https://www.federalregister.gov/documents/full_text/text/2023/12/26/2023-28661.txt,Executive Order 14113 updates the pay schedules for various federal pay systems and sets new effective dates for those schedules.,government_administration,,,[],adjusts_pay_or_admin,,stop
14114,2023-28662,Taking Additional Steps With Respect to the Russian Federation's Harmful Activities,Joseph R. Biden Jr.,2023-12-22,2023-12-26,88 FR 89271,14508,https://www.govinfo.gov/content/pkg/FR-2023-12-26/pdf/2023-28662.pdf,https://www.federalregister.gov/documents/full_text/text/2023/12/26/2023-28662.txt,"Executive Order 14114 amends two prior Russia‑related sanctions orders, adding new prohibitions on foreign financial institutions and on the import of certain Russian products.",other,,"The order concerns sanctions and trade restrictions related to the Russian Federation, which does not fit the listed topic categories.",[],revokes_or_amends,,stop
14115,2024-02354,"Imposing Certain Sanctions on Persons Undermining Peace, Security, and Stability in the West Bank",Joseph R. Biden Jr.,2024-02-01,2024-02-05,89 FR 7605,13365,https://www.govinfo.gov/content/pkg/FR-2024-02-05/pdf/2024-02354.pdf,https://www.federalregister.gov/documents/full_text/text/2024/02/05/2024-02354.txt,"Executive Order 14115 imposes sanctions on foreign persons linked to violence and destabilizing activities in the West Bank, blocks their property, suspends their entry to the United States, and authorizes Treasury‑State actions and reporting.",foreign_policy,,,[],imposes_sanctions,,stop
14116,2024-04012,"Amending Regulations Relating to the Safeguarding of Vessels, Harbors, Ports, and Waterfront Facilities of the United States",Joseph R. Biden Jr.,2024-02-21,2024-02-26,89 FR 13971,15019,https://www.govinfo.gov/content/pkg/FR-2024-02-26/pdf/2024-04012.pdf,https://www.federalregister.gov/documents/full_text/text/2024/02/26/2024-04012.txt,"Executive Order 14116 amends Part 6 of title 33 of the Code of Federal Regulations to expand the Coast Guard’s authority over digital infrastructure and to add cyber‑related definitions and reporting requirements for vessels, ports and waterfront facilities.",energy_and_environment,,,[],other,"amends existing regulations (CFR) rather than creating a body, imposing sanctions, revoking/amending an earlier order, conferring honor, delegating authority, directing a report, or adjusting pay/administration.",stop
14117,2024-04573,Preventing Access to Americans' Bulk Sensitive Personal Data and United States Government-Related Data by Countries of Concern,Joseph R. Biden Jr.,2024-02-28,2024-03-01,89 FR 15421,46003,https://www.govinfo.gov/content/pkg/FR-2024-03-01/pdf/2024-04573.pdf,https://www.federalregister.gov/documents/full_text/text/2024/03/01/2024-04573.txt,"Executive Order 14117 expands the national‑emergency scope of EO 13873, continues the effort of EO 14034, and imposes sanctions‑type restrictions on transactions involving bulk sensitive personal data and United States Government‑related data. It directs the Attorney General to issue regulations, sets multiple reporting deadlines, and requires inter‑agency coordination.",security_and_defense,,,[],imposes_sanctions,,stop
14118,2024-04857,Termination of Emergency With Respect to the Situation in Zimbabwe,Joseph R. Biden Jr.,2024-03-04,2024-03-05,89 FR 15945,3617,https://www.govinfo.gov/content/pkg/FR-2024-03-05/pdf/2024-04857.pdf,https://www.federalregister.gov/documents/full_text/text/2024/03/05/2024-04857.txt,The order terminates the national emergency concerning Zimbabwe and revokes the three earlier emergency orders that created it.,foreign_policy,,,[],revokes_or_amends,,stop
14119,2024-05220,Scaling and Expanding the Use of Registered Apprenticeships in Industries and the Federal Government and Promoting Labor-Management Forums,Joseph R. Biden Jr.,2024-03-06,2024-03-11,89 FR 17265,20879,https://www.govinfo.gov/content/pkg/FR-2024-03-11/pdf/2024-05220.pdf,https://www.federalregister.gov/documents/full_text/text/2024/03/11/2024-05220.txt,"Executive Order 14119 establishes a new interagency working group to coordinate and expand registered apprenticeships, revokes a prior order that had eliminated labor‑management forums, and sets reporting and implementation deadlines.",labor_and_workforce,,,[],creates_body,,stop
14120,2024-06123,Advancing Women's Health Research and Innovation,Joseph R. Biden Jr.,2024-03-18,2024-03-21,89 FR 20095,18551,https://www.govinfo.gov/content/pkg/FR-2024-03-21/pdf/2024-06123.pdf,https://www.federalregister.gov/documents/full_text/text/2024/03/21/2024-06123.txt,"Executive Order 14120 establishes the White House Initiative on Women’s Health Research and a series of subordinate bodies, reporting requirements, and guidance‑development tasks to integrate women’s health research across the Federal government.",health,,The order’s subject is women’s health research; the closest top‑level category is health.,"[""technology_and_research"", ""government_administration""]",creates_body,,stop
14121,2024-06931,Recognizing and Honoring Women's History,Joseph R. Biden Jr.,2024-03-27,2024-04-01,89 FR 22327,9111,https://www.govinfo.gov/content/pkg/FR-2024-04-01/pdf/2024-06931.pdf,https://www.federalregister.gov/documents/full_text/text/2024/04/01/2024-06931.txt,Executive Order 14121 directs the Secretary of the Interior to conduct studies and submit reports that will strengthen the Federal Government’s recognition of women’s history.,civil_rights,,"The order’s focus is on recognizing and honoring women’s contributions to U.S. history, which falls under the broader civil‑rights and cultural‑heritage domain.",[],directs_report_or_study,,stop
14122,2024-08332,COVID-19 and Public Health Preparedness and Response,Joseph R. Biden Jr.,2024-04-12,2024-04-17,89 FR 27355,4519,https://www.govinfo.gov/content/pkg/FR-2024-04-17/pdf/2024-08332.pdf,https://www.federalregister.gov/documents/full_text/text/2024/04/17/2024-08332.txt,"Executive Order 14122 revokes three prior COVID‑19 orders, transfers the duties of the COVID‑19 Response Coordinator to the Director of the Office of Pandemic Preparedness and Response (OPPR), and terminates the Coordinator and Deputy Coordinator positions.",health,,,[],revokes_or_amends,,stop
14123,2024-13810,White House Council on Supply Chain Resilience,Joseph R. Biden Jr.,2024-06-14,2024-06-21,89 FR 51949,15355,https://www.govinfo.gov/content/pkg/FR-2024-06-21/pdf/2024-13810.pdf,https://www.federalregister.gov/documents/full_text/text/2024/06/21/2024-13810.txt,"Executive Order 14123 creates and structures the White House Council on Supply Chain Resilience, assigns coordination duties, sets reporting and staffing deadlines, and supersedes a provision of EO 14017.",government_administration,,,[],creates_body,,stop
14124,2024-16225,"White House Initiative on Advancing Educational Equity, Excellence, and Economic Opportunity Through Hispanic-Serving Institutions",Joseph R. Biden Jr.,2024-07-17,2024-07-22,89 FR 59585,17916,https://www.govinfo.gov/content/pkg/FR-2024-07-22/pdf/2024-16225.pdf,https://www.federalregister.gov/documents/full_text/text/2024/07/22/2024-16225.txt,Executive Order 14124 creates two new bodies to support Hispanic‑Serving Institutions and assigns reporting and funding responsibilities.,education,,,[],creates_body,,stop
14125,2024-16740,Establishing an Emergency Board To Investigate a Dispute Between New Jersey Transit Rail Operations and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen,Joseph R. Biden Jr.,2024-07-24,2024-07-29,89 FR 60791,3001,https://www.govinfo.gov/content/pkg/FR-2024-07-29/pdf/2024-16740.pdf,https://www.federalregister.gov/documents/full_text/text/2024/07/29/2024-16740.txt,"Executive Order 14125 creates an emergency board to investigate a rail‑labor dispute and sets reporting, record‑keeping, and condition‑maintenance requirements.",labor_and_workforce,,,[],creates_body,,stop
14126,2024-20712,Investing in America and Investing in American Workers,Joseph R. Biden Jr.,2024-09-06,2024-09-11,89 FR 73559,20661,https://www.govinfo.gov/content/pkg/FR-2024-09-11/pdf/2024-20712.pdf,https://www.federalregister.gov/documents/full_text/text/2024/09/11/2024-20712.txt,Executive Order 14126 creates a new inter‑agency task force to advance good‑job outcomes on federally assisted projects.,labor_and_workforce,,,[],creates_body,,stop
14127,2024-22938,Combating Emerging Firearms Threats and Improving School-Based Active-Shooter Drills,Joseph R. Biden Jr.,2024-09-26,2024-10-02,89 FR 80345,24061,https://www.govinfo.gov/content/pkg/FR-2024-10-02/pdf/2024-22938.pdf,https://www.federalregister.gov/documents/full_text/text/2024/10/02/2024-22938.txt,"Executive Order 14127 establishes an interagency task force on emerging firearms threats, requires it to submit risk‑assessment reports, and directs education‑related agencies to develop and publish guidance on school‑based active‑shooter drills and future research.",justice_and_law_enforcement,,,"[""technology_and_research"", ""education""]",creates_body,,stop
