eo_number,document_number,relation,target_eo_number,target_type,target_label,in_part,source,source_quote,quote_trimmed
14148,2025-01901,revokes,14027,executive_order,EO 14027,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14029,executive_order,EO 14029,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14030,executive_order,EO 14030,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14031,executive_order,EO 14031,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14035,executive_order,EO 14035,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14037,executive_order,EO 14037,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14044,executive_order,EO 14044,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14045,executive_order,EO 14045,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14049,executive_order,EO 14049,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14050,executive_order,EO 14050,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14052,executive_order,EO 14052,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14055,executive_order,EO 14055,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14057,executive_order,EO 14057,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14060,executive_order,EO 14060,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14069,executive_order,EO 14069,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14070,executive_order,EO 14070,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14074,executive_order,EO 14074,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14075,executive_order,EO 14075,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14082,executive_order,EO 14082,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14084,executive_order,EO 14084,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14087,executive_order,EO 14087,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14089,executive_order,EO 14089,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14091,executive_order,EO 14091,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14094,executive_order,EO 14094,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14096,executive_order,EO 14096,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14099,executive_order,EO 14099,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14110,executive_order,EO 14110,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14115,executive_order,EO 14115,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14124,executive_order,EO 14124,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14134,executive_order,EO 14134,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14135,executive_order,EO 14135,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14136,executive_order,EO 14136,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14137,executive_order,EO 14137,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14138,executive_order,EO 14138,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14139,executive_order,EO 14139,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14148,2025-01901,revokes,14143,executive_order,EO 14143,0,fr_disposition_notes,"Revokes: EO 13985, January 20, 2021; EO 13986, January 20, 2021; EO 13987, January 20, 2021; EO 13988, January 20, 2021; EO 13989, January 20, 2021; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 13993, January 20, 2021; EO 13995, January 21, 2021; EO 13996, January 21, 2021; EO 13997, J",0
14149,2025-01902,references,14239,executive_order,EO 14239,0,fr_disposition_notes,"See: EO 14239, March 18, 2025",0
14150,2025-01952,references,13985,executive_order,EO 13985,0,fr_disposition_notes,"See: EO 13985, January 20, 2021; Memo of July 15, 2025",0
14151,2025-01953,references,13985,executive_order,Executive Order 13985,0,model,pursuant to Executive Order 13985,0
14153,2025-01955,revokes,3401,executive_order,Secretarial Order 3401,0,model,"(i) withdraw Secretarial Order 3401 dated June 1, 2021",0
14153,2025-01955,revokes,,,Public Land Order No. 7899 (and 7900‑7903),0,model,"reinstate the following Public Land Orders in their original form: a. Public Land Order No. 7899, signed by the Secretary of the Interior on January 11, 2021",0
14153,2025-01955,revokes,,,BLM final rule (May 7 2024) on National Petroleum Reserve in Alaska,0,model,"rescind the Bureau of Land Management final rule entitled “Management and Protection of the National Petroleum Reserve in Alaska,” 89 Fed. Reg. 38712 (May 7, 2024)",0
14153,2025-01955,supersedes,,,Coastal Plain Oil and Gas Leasing Program Record of Decision (Dec 8 2024),0,model,"place a temporary moratorium on all activities and privileges granted to any party pursuant to the record of decision signed on December 8, 2024, entitled “Coastal Plain Oil and Gas Leasing Program Record of Decision,”",0
14154,2025-01956,references,14300,executive_order,EO 14300,0,fr_disposition_notes,"See: Memo. of January 27, 2021; EO 14300, May 23, 2025; EO 14301, May 23, 2025;  EO 14303, May 23, 2025",0
14154,2025-01956,references,14301,executive_order,EO 14301,0,fr_disposition_notes,"See: Memo. of January 27, 2021; EO 14300, May 23, 2025; EO 14301, May 23, 2025;  EO 14303, May 23, 2025",0
14154,2025-01956,references,14303,executive_order,EO 14303,0,fr_disposition_notes,"See: Memo. of January 27, 2021; EO 14300, May 23, 2025; EO 14301, May 23, 2025;  EO 14303, May 23, 2025",0
14154,2025-01956,revokes,11991,executive_order,Executive Order 11991,0,model,"Executive Order 11991 of May 24, 1977 (Relating to protection and enhancement of environmental quality) is hereby revoked.",0
14154,2025-01956,revokes,13990,executive_order,Interagency Working Group on the Social Cost of Greenhouse Gases,0,model,"the Interagency Working Group on the Social Cost of Greenhouse Gases (IWG), which was established pursuant to Executive Order 13990, is hereby disbanded",0
14154,2025-01956,revokes,,,American Climate Corps,0,model,"All activities, programs, and operations associated with the American Climate Corps, including actions taken by any agency shall be terminated immediately.",0
14154,2025-01956,revokes,11991,executive_order,EO 11991,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,13990,executive_order,EO 13990,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,13992,executive_order,EO 13992,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14008,executive_order,EO 14008,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14007,executive_order,EO 14007,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14013,executive_order,EO 14013,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14027,executive_order,EO 14027,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14030,executive_order,EO 14030,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14037,executive_order,EO 14037,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14057,executive_order,EO 14057,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14072,executive_order,EO 14072,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14082,executive_order,EO 14082,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14154,2025-01956,revokes,14096,executive_order,EO 14096,0,fr_disposition_notes,"Revokes: EO 11991, May 24, 1977; EO 13990, January 20, 2021; EO 13992, January 20, 2021; EO 14008, January 27, 2021; EO 14007, January 27, 2021; EO 14013, February 4, 2021; EO 14027, May 7, 2021; EO 14030, May 20, 2021; EO 14037, August 5, 2021; EO 14057, December 8, 2021; EO 14072, April 22, 2022; ",0
14155,2025-01957,revokes,13987,executive_order,Executive Order 13987,0,model,"(b) Executive Order 13987 of January 25, 2021 (Organizing and Mobilizing the United States Government to Provide a Unified and Effective Response to Combat COVID-19 and to Provide United States Leadership on Global Health and Security), is revoked.",0
14155,2025-01957,revokes,,,Presidential Letter to the UN Secretary‑General (Jan 20 2021),0,model,"The Presidential Letter to the Secretary‑General of the United Nations signed on January 20, 2021, that retracted the United States' July 6, 2020, notification of withdrawal is revoked.",0
14155,2025-01957,revokes,13987,executive_order,EO 13987,0,fr_disposition_notes,"Revokes: EO 13987, January 20, 2021; Memo of July 15, 2025",0
14156,2025-02003,references,14193,executive_order,EO 14193,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,14262,executive_order,EO 14262,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,14301,executive_order,EO 14301,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,,notice,"Notice of January 12, 2026",0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,14386,executive_order,EO 14386,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,,determination,Determination 2026-08,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,,determination,Determination 2026-09,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,,determination,Determination 2026-10,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,,determination,Determination 2026-11,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14156,2025-02003,references,,determination,Determination 2026-12,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14262, April 8, 2025; EO 14301, May 23, 2025; Notice of January 12, 2026 (91 FR 1661); EO 14386, February 11, 2026; Presidential Determination 2026-08, April 20, 2026; Presidential Determination 2026-09, April 20, 2026; Presidential Determination 2026-10, April 20",0
14157,2025-02004,amends,13224,executive_order,Executive Order 13224,0,model,"Executive Order 13224 of September 23, 2001 (Blocking Property and Prohibiting Transactions With Persons Who Commit, Threaten to Commit, or Support Terrorism), as amended",0
14157,2025-02004,amends,13224,executive_order,EO 13224,0,fr_disposition_notes,"Amends: EO 13224, September 23, 2001",0
14157,2025-02004,references,14193,executive_order,EO 14193,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14195, February 1, 2025; Notice of January 12, 2026 (91 FR 1665)",0
14157,2025-02004,references,14195,executive_order,EO 14195,0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14195, February 1, 2025; Notice of January 12, 2026 (91 FR 1665)",0
14157,2025-02004,references,,notice,"Notice of January 12, 2026",0,fr_disposition_notes,"See: EO 14193, February 1, 2025; EO 14195, February 1, 2025; Notice of January 12, 2026 (91 FR 1665)",0
14158,2025-02005,references,14210,executive_order,EO 14210,0,fr_disposition_notes,"See: EO 14210, February 11, 2025; EO 14219, February 19, 2025; EO 14222, February 26, 2025; EO 14270, April 9, 2025; EO 14300, May 23, 2025",0
14158,2025-02005,references,14219,executive_order,EO 14219,0,fr_disposition_notes,"See: EO 14210, February 11, 2025; EO 14219, February 19, 2025; EO 14222, February 26, 2025; EO 14270, April 9, 2025; EO 14300, May 23, 2025",0
14158,2025-02005,references,14222,executive_order,EO 14222,0,fr_disposition_notes,"See: EO 14210, February 11, 2025; EO 14219, February 19, 2025; EO 14222, February 26, 2025; EO 14270, April 9, 2025; EO 14300, May 23, 2025",0
14158,2025-02005,references,14270,executive_order,EO 14270,0,fr_disposition_notes,"See: EO 14210, February 11, 2025; EO 14219, February 19, 2025; EO 14222, February 26, 2025; EO 14270, April 9, 2025; EO 14300, May 23, 2025",0
14158,2025-02005,references,14300,executive_order,EO 14300,0,fr_disposition_notes,"See: EO 14210, February 11, 2025; EO 14219, February 19, 2025; EO 14222, February 26, 2025; EO 14270, April 9, 2025; EO 14300, May 23, 2025",0
