eo_number,document_number,kind,detail,created_at
13514,E9-24518,ungrounded_deadlines,"within 180 days of the date of this order, the General Services Administration ... shall review and provide recommendations to the CEQ Chair regarding the feasibility of working with the Federal vendor and contractor community",2026-09-04T20:37:49+00:00
13526,E9-31418,ungrounded_deadlines,"Not later than 3 years from the effective date of this order, all records exempted from automatic declassification ... shall be automatically declassified on December 31 of a year that is no more than 50 years from the date of origin.",2026-09-04T20:37:49+00:00
13556,2010-28360,ungrounded_deadlines,"Each agency head shall, within 180 days of the date of this order, review all categories, subcategories, and markings used by the agency … and submit to the Executive Agent a catalogue of proposed categories and subcategories of CUI",2026-09-04T20:37:49+00:00
13636,2013-03915,ungrounded_deadlines,"The Chief Privacy Officer and the Officer for Civil Rights and Civil Liberties of the Department of Homeland Security ... shall ... produce a publicly available report, to be released within 1 year of the date of this order",2026-09-04T20:37:49+00:00
13693,2015-07016,ungrounded_deadlines,"within 45 days of the date of this order, an agency Chief Sustainability Officer, who shall be a senior civilian officer of the United States, shall be designated",2026-09-04T20:37:49+00:00
13693,2015-07016,ungrounded_deadlines,"Within 45 days of the date of this order, the head of each contributing agency shall designate an agency Chief Sustainability Officer",2026-09-04T20:37:49+00:00
13703,2015-19209,ungrounded_deadlines,"Within 100 days of the date of this order, the Secretary of State shall submit to ONAP and OMB recommendations for improving the Government-wide response to the domestic HIV/AIDS epidemic.",2026-09-04T20:37:49+00:00
13703,2015-19209,ungrounded_deadlines,"Within 100 days of the date of this order, the Chair of the Commission shall submit to ONAP and OMB recommendations for increasing employment opportunities for people living with HIV.",2026-09-04T20:37:49+00:00
13711,2015-29498,ungrounded_deadlines,"Within 30 days after the submission of final offers for settlement of the disputes, the Board shall submit a report to the President.",2026-09-04T20:37:49+00:00
13711,2015-29498,ungrounded_deadlines,"until 60 days after the Board submits its report to the President, the parties shall make no change in the conditions out of which the disputes arose.",2026-09-04T20:37:49+00:00
13713,2015-31749,ungrounded_deadlines,"All executive branch departments and agencies shall be closed and their employees excused from duty for the last half of the scheduled workday on Thursday, December 24, 2015",2026-09-04T20:37:49+00:00
13717,2016-02475,ungrounded_deadlines,"Commencing within 90 days after the date of this order, each agency shall ensure that every new building ... is in compliance with the earthquake‑resistant design provisions of the 2015 editions of the International Building Code (IBC) or the International Residential Code (IRC).",2026-09-04T20:37:49+00:00
13725,2016-09346,ungrounded_deadlines,"Not later than 30 days from the date of this order, agencies shall submit to the Director of the National Economic Council an initial list of actions.",2026-09-04T20:37:49+00:00
13725,2016-09346,ungrounded_deadlines,"Not later than 60 days from the date of this order, agencies shall report to the President, through the Director of the National Economic Council, recommendations on agency-specific actions.",2026-09-04T20:37:49+00:00
13767,2017-02095,ungrounded_deadlines,"the Secretary, within 90 days of the date of this order, shall submit to the President a report on the progress of the directives contained in this order",2026-09-04T20:37:49+00:00
13793,2017-08990,ungrounded_deadlines,"Within 45 days of the date of this order, the Secretary shall establish in the VA the Office of Accountability and Whistleblower Protection",2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_deadlines,shall jointly submit a report to the President ... within 90 days of the date of this order,2026-09-04T20:37:49+00:00
13800,2017-10004,ungrounded_deadlines,shall submit reports to the President ... within 45 days of the date of this order,2026-09-04T20:37:49+00:00
13815,2017-23630,ungrounded_deadlines,"Within 180 days of the date of this order, the Attorney General ... shall provide a report to the President",2026-09-04T20:37:49+00:00
13828,2018-07874,ungrounded_deadlines,"within 90 days of the date of this order, the Secretaries shall: (iv) ... submit ... a list of recommended regulatory and policy changes ...",2026-09-04T20:37:49+00:00
13837,2018-11916,ungrounded_deadlines,"As soon as practicable, but not later than 180 days from the date of this order, each agency shall develop and implement a procedure governing the authorization of taxpayer‑funded union time.",2026-09-04T20:37:49+00:00
13837,2018-11916,ungrounded_deadlines,"As soon as practicable, but not later than 180 days from the date of this order, each agency shall develop and implement a system to monitor the use of taxpayer‑funded union time.",2026-09-04T20:37:49+00:00
13837,2018-11916,ungrounded_deadlines,"Each agency shall implement the requirements of this order within 45 days of the date of this order, except for subsection 4(b) of this order, which shall be effective for employees at an agency when such agency implements the procedure required by section 5(b) of this order.",2026-09-04T20:37:49+00:00
13839,2018-11939,ungrounded_deadlines,"Within 15 months of the adoption of any final rules, the OPM Director shall submit to the President a report",2026-09-04T20:37:49+00:00
13858,2019-01426,ungrounded_deadlines,"Within 90 days of the date of this order, the head of each executive department and agency (agency) administering a covered program shall encourage recipients of new Federal financial assistance awards to use iron and aluminum as well as steel, cement, and other manufactured products produced in the",2026-09-04T20:37:49+00:00
13858,2019-01426,ungrounded_deadlines,"Within 120 days of the date of this order, the head of each agency administering a covered program shall identify in a report to the President any tools, techniques, terms, or conditions that could be used to maximize the use of iron and aluminum as well as steel, cement, and other manufactured prod",2026-09-04T20:37:49+00:00
13859,2019-02544,ungrounded_deadlines,"Within 180 days of the date of this order, the OMB Director, in coordination with the OSTP Director, the Director of the Domestic Policy Council, and the Director of the National Economic Council, shall issue a memorandum to the heads of all agencies",2026-09-04T20:37:49+00:00
13865,2019-06325,ungrounded_deadlines,"Within 180 days of the completion of the activities directed by subsections (b)(iii) and (c)(i) of this section, the Secretary of Homeland Security, in coordination with the heads of other agencies and in consultation with the private sector as appropriate, shall develop and implement a pilot test t",2026-09-04T20:37:49+00:00
13866,2019-06548,ungrounded_deadlines,"Schedule 8 is effective January 1, 2019, as set forth in Section 7.",2026-09-04T20:37:49+00:00
13875,2019-13175,ungrounded_deadlines,"The head of each agency shall submit to the Director on or before August 1, 2019: a recommendation ... and a detailed plan",2026-09-04T20:37:49+00:00
13879,2019-15159,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary shall: (a) announce that the Department will consider requests for premarket approval of wearable or implantable artificial kidneys",2026-09-04T20:37:49+00:00
13879,2019-15159,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary shall: (b) produce a strategy for encouraging innovation in new therapies through the Kidney Innovation Accelerator (KidneyX)",2026-09-04T20:37:49+00:00
13927,2020-12584,ungrounded_deadlines,"No later than 30 days of the date of this order, the heads of all agencies shall provide a summary report, listing such actions",2026-09-04T20:37:49+00:00
13927,2020-12584,ungrounded_deadlines,"No later than 30 days of the date of this order, the heads of all agencies shall provide a summary report, listing such actions",2026-09-04T20:37:49+00:00
13927,2020-12584,ungrounded_deadlines,"No later than 30 days of the date of this order, the heads of all agencies, including the Secretary of the Army, acting through the Assistant Secretary of the Army for Civil Works, shall provide a summary report, listing such actions",2026-09-04T20:37:49+00:00
13927,2020-12584,ungrounded_deadlines,"No later than 30 days of the date of this order, all heads of agencies shall provide a summary report, listing such actions",2026-09-04T20:37:49+00:00
13929,2020-13449,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Health and Human Services shall summarize the results of this survey in a report to the President, through the Assistant to the President for Domestic Policy and the Director of the Office of Management and Budget.",2026-09-04T20:37:49+00:00
13930,2020-14077,ungrounded_deadlines,"Within 1 year of the date of this order and each year thereafter, the Secretary shall submit to the President… a report",2026-09-04T20:37:49+00:00
13930,2020-14077,ungrounded_deadlines,"Within 3 years of the date of this order, the Secretary shall develop data analysis methods…",2026-09-04T20:37:49+00:00
13944,2020-18012,ungrounded_deadlines,"No later than 60 days after the FDA Commissioner has identified, pursuant to section 3(c) of this order, the initial list of Essential Medicines, Medical Countermeasures, and Critical Inputs, the Secretary of Defense shall ... restrict the procurement of Essential Medicines, Medical Countermeasures,",2026-09-04T20:37:49+00:00
13979,2021-01644,ungrounded_deadlines,"Within 180 days of the date of this order, the head of each agency shall, to the extent permitted by law: review delegations of authority regarding rulemaking and make any revisions necessary",2026-09-04T20:37:49+00:00
13984,2021-01714,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary shall propose for notice and comment regulations that require United States IaaS providers to take any of the special measures described in subsection (d) of this section if the Secretary, in consultation with ... finds:",2026-09-04T20:37:49+00:00
13984,2021-01714,ungrounded_deadlines,"Within 240 days of the date of this order, the Attorney General and the Secretary of Homeland Security, in coordination with the Secretary, and as the Attorney General and Secretary of Homeland Security deem appropriate, the heads of other agencies, shall develop and submit to the President a report",2026-09-04T20:37:49+00:00
13998,2021-01859,ungrounded_deadlines,"within 14 days of the date of this order, the Secretary of HHS, the Secretary of Transportation, and the Secretary of Homeland Security shall submit to the President a plan to implement appropriate public health measures at land ports of entry",2026-09-04T20:37:49+00:00
14010,2021-02561,ungrounded_deadlines,"within 270 days of the date of this order, promulgate joint regulations, consistent with applicable law, addressing the circumstances in which a person should be considered a “particular social group,” …",2026-09-04T20:37:49+00:00
14013,2021-02804,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of State, in consultation with the Secretary of Defense, shall also direct a review of the procedures for Chief of Mission approval …",2026-09-04T20:37:49+00:00
14013,2021-02804,ungrounded_deadlines,"Within 180 days of the date of this order, the APNSA, in consultation with the Secretary of State, the Secretary of Defense, the Secretary of Homeland Security, the Administrator of USAID, and the Director of National Intelligence, shall prepare and submit to the President a report on climate change",2026-09-04T20:37:49+00:00
14015,2021-03424,ungrounded_deadlines,The operations of the White House Partnerships Office shall be begin within 30 days of the date of this order.,2026-09-04T20:37:49+00:00
14019,2021-05087,ungrounded_deadlines,"Within 200 days of the date of this order, the head of each agency shall submit a strategic plan",2026-09-04T20:37:49+00:00
14019,2021-05087,ungrounded_deadlines,"Within 200 days of the date of this order, the Director of the Office of Personnel Management shall take the following actions",2026-09-04T20:37:49+00:00
14019,2021-05087,ungrounded_deadlines,"Within 270 days of the date of this order, the National Institute of Standards and Technology shall evaluate the steps needed",2026-09-04T20:37:49+00:00
14031,2021-11792,ungrounded_deadlines,"On an annual basis, the Co‑Chairs of the Initiative shall develop and submit to the President a report outlining a Government‑wide interagency plan to advance equity, justice, and opportunity for AA and NHPI communities.",2026-09-04T20:37:49+00:00
14035,2021-14127,ungrounded_deadlines,"within 150 days of the date of this order, develop and issue a Government-wide Diversity, Equity, Inclusion, and Accessibility Strategic Plan (Government-wide DEIA Plan)",2026-09-04T20:37:49+00:00
14035,2021-14127,ungrounded_deadlines,"within 120 days of the issuance of the Government-wide DEIA Plan, develop and submit to the APDP, the Director of OPM, and the Deputy Director for Management of OMB an Agency Diversity, Equity, Inclusion, and Accessibility Strategic Plan",2026-09-04T20:37:49+00:00
14036,2021-15069,ungrounded_deadlines,"not later than 180 days after the date of this order, submit a report to the Chair of the White House Competition Council, on the effects of lack of competition on labor markets",2026-09-04T20:37:49+00:00
14036,2021-15069,ungrounded_deadlines,"not later than 270 days after the date of this order, submit a report to the Chair of the White House Competition Council, assessing the effects on competition of large technology firms' and other non-bank companies' entry into consumer finance markets",2026-09-04T20:37:49+00:00
14042,2021-19924,ungrounded_deadlines,"By September 24, 2021, the Safer Federal Workforce Task Force shall ... provide definitions of relevant terms for contractors and subcontractors",2026-09-04T20:37:49+00:00
14057,2021-27114,ungrounded_deadlines,"Each agency shall reduce its scope 1, 2, and 3 greenhouse gas emissions … by fiscal year 2030 measured from a fiscal year 2008 baseline",2026-09-04T20:37:49+00:00
14072,2022-09138,ungrounded_deadlines,shall within 1 year of the date of this order: develop a Federal goal that charges agencies to meet agency-specific reforestation targets by 2030,2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 240 days of the date of this order, the Attorney General shall, within 240 days of the date of this order, establish the National Law Enforcement Accountability Database",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of HHS shall, within 180 days of the date of this order, conduct a nationwide study of the community effects of use of force by law enforcement officers",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 180 days of the date of this order, the Attorney General shall request the National Academy of Sciences … to conduct a study of facial recognition technology",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 120 days of the date of this order, the Attorney General shall publish a report on the steps the DOJ has taken … to fully implement the Death in Custody Reporting Act of 2013",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 180 days of the date of this order, the Attorney General shall, within 180 days of the date of this order, submit a report to the President detailing steps the DOJ has taken … to ensure restrictive housing … is used rarely, applied fairly, and subject to reasonable constraints",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 240 days of the date of this order, the Attorney General shall, within 240 days of the date of this order, complete a comprehensive review and transmit a report to the President identifying any planned steps to address conditions of confinement",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 180 days of the date of this order, the Attorney General shall, in consultation with the Director of OMB, submit a report to the President summarizing: … the First Step Act implementation",2026-09-04T20:37:49+00:00
14074,2022-11810,ungrounded_deadlines,"Within 120 days of the date of this order, the Attorney General, in consultation with the United States Chief Data Scientist and the United States Chief Statistician, shall review the status of State, Tribal, local, and territorial LEAs transitioning … and shall submit a report to the President",2026-09-04T20:37:49+00:00
14081,2022-20167,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of Homeland Security … shall provide the APNSA with vulnerability assessments",2026-09-04T20:37:49+00:00
14089,2022-27585,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of State shall establish the President's Advisory Council on African Diaspora Engagement in the United States.",2026-09-04T20:37:49+00:00
14100,2023-12974,ungrounded_deadlines,"Beginning with Fiscal Year 2025, the Director of OPM shall revise the title ...; Beginning with Fiscal Year 2025, agencies shall list the Military Spouse Noncompetitive Appointment Authority ...",2026-09-04T20:37:49+00:00
14110,2023-24283,ungrounded_deadlines,"Within 270 days of the date of this order, the Secretary of Commerce, acting through the Director of the National Institute of Standards and Technology (NIST), ... shall: (i) Establish guidelines and best practices",2026-09-04T20:37:49+00:00
14117,2024-04573,ungrounded_deadlines,"Within 1 year of the effective date of the regulations issued pursuant to section 2(c) of this order, the Attorney General, in consultation with the Secretary of State, the Secretary of the Treasury, the Secretary of Commerce, and the Secretary of Homeland Security, shall submit a report to the Pres",2026-09-04T20:37:49+00:00
14117,2024-04573,ungrounded_deadlines,"Within 120 days of the date of this order, the APNSA, the Assistant to the President and Director of the Domestic Policy Council, the Director of the Office of Science and Technology Policy, and the Director of the Office of Pandemic Preparedness and Response Policy, in consultation with the Secreta",2026-09-04T20:37:49+00:00
14120,2024-06123,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Health and Human Services shall: (i) launch a comprehensive assessment of the current state of the science on menopause",2026-09-04T20:37:49+00:00
14128,2024-27850,ungrounded_deadlines,"until 60 days after the Board submits its report to the President, the parties shall make no change in the conditions",2026-09-04T20:37:49+00:00
14144,2025-01470,ungrounded_deadlines,Within 30 days of the issuance of the recommendations described in subsection (c)(iv),2026-09-04T20:37:49+00:00
14145,2025-01758,ungrounded_deadlines,"Within 1 year of the date of this order, the Secretary of Commerce shall work with implementing agencies to:",2026-09-04T20:37:49+00:00
14161,2025-02009,ungrounded_deadlines,"As soon as possible, but no later than 30 days from the date of this order, the Secretary of State ... shall also:",2026-09-04T20:37:49+00:00
14173,2025-02097,ungrounded_deadlines,"within 120 days of this order, the Attorney General, within 120 days of this order, in consultation with the heads of relevant agencies and in coordination with the Director of OMB, shall submit a report to the Assistant to the President for Domestic Policy",2026-09-04T20:37:49+00:00
14178,2025-02123,ungrounded_deadlines,"Within 60 days of the date of this order, each agency shall submit to the Chair recommendations with respect to whether each identified regulation, guidance document, order or other item should be rescinded or modified, or, for items other than regulations, adopted in a regulation.",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_deadlines,"Within 60 days of the date of this order, agency heads shall identify the following classes of regulations",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_deadlines,"Within 60 days of the date of this order, agency heads shall provide to the Administrator of OIRA a list of all identified regulations",2026-09-04T20:37:49+00:00
14240,2025-05197,ungrounded_deadlines,"Within 30 days of the date of this order, the Director of OMB shall designate the Administrator as the executive agent for all Government-wide acquisition contracts for information technology",2026-09-04T20:37:49+00:00
14243,2025-05214,ungrounded_deadlines,"Within 30 days of the date of this order, Agency Heads shall rescind or modify all agency guidance that serves as a barrier",2026-09-04T20:37:49+00:00
14259,2025-06378,ungrounded_deadlines,"(b) increase the per postal item containing goods duty ... from 25 dollars to 75 dollars; ... on or after 12:01 a.m. eastern daylight time on May 2, 2025, and before 12:01 a.m. eastern daylight time on June 1, 2025,",2026-09-04T20:37:49+00:00
14267,2025-06463,ungrounded_deadlines,"Within 90 days of receipt of the agency lists, the Chairman shall provide to the Director of the Office of Management and Budget (OMB Director) a consolidated list of regulations",2026-09-04T20:37:49+00:00
14269,2025-06465,ungrounded_deadlines,"Within 90 days of the date of this order, the USTR … shall engage treaty allies … and shall deliver an engagement plan and progress report to the President.",2026-09-04T20:37:49+00:00
14269,2025-06465,ungrounded_deadlines,Within 30 days of this order … the Secretary of Transportation shall … take action to hire the necessary facilities staff and reprogram budgetary resources …,2026-09-04T20:37:49+00:00
14269,2025-06465,ungrounded_deadlines,"Within 30 days of the date of this order … the Secretary of Defense, the Secretary of Transportation, and the Secretary of Homeland Security shall conduct a review of their regulations … and shall submit a report of its findings to the OMB Director and to the APNSA for inclusion in the MAP.",2026-09-04T20:37:49+00:00
14269,2025-06465,ungrounded_deadlines,Within 180 days of the date of this order … the Secretary of Transportation shall … deliver a legislative proposal … that is designed to ensure that adequate cubed footage and gross tonnage of United States‑flagged commercial vessels can be called upon in times of crisis,2026-09-04T20:37:49+00:00
14275,2025-06839,ungrounded_deadlines,"Within 180 days of the date of this order, the Administrator shall take appropriate actions to amend the FAR",2026-09-04T20:37:49+00:00
14275,2025-06839,ungrounded_deadlines,"Within 15 days of the date of this order, each agency exercising procurement authority shall designate a senior acquisition or procurement official",2026-09-04T20:37:49+00:00
14275,2025-06839,ungrounded_deadlines,"Within 20 days of the date of this order, the Director of OMB, in consultation with the Administrator, shall issue a memorandum to agencies",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Education shall issue guidance regarding the use of formula and discretionary grant funds.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Education shall identify and implement ways to utilize existing research programs.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary of Education shall take steps to prioritize the use of AI in discretionary grant programs for teacher training.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary of Agriculture shall take steps to prioritize research, extension, and education on the use of AI.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary of Labor shall seek to increase participation in AI‑related Registered Apprenticeships.",2026-09-04T20:37:49+00:00
14288,2025-07790,ungrounded_deadlines,"Within 60 days of the date of this order, the Attorney General shall review all ongoing Federal consent decrees, out-of-court agreements, and post‑judgment orders ... and modify, rescind, or move to conclude such measures that unduly impede the performance of law enforcement functions.",2026-09-04T20:37:49+00:00
14295,2025-08682,ungrounded_deadlines,"Within 45 days of the date of this order, the Archivist, acting through the Office of the Federal Register, shall review the fee schedules for publication in the Federal Register and, working with the Director of the Government Publishing Office, take steps to ensure that fees are based on the actua",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_deadlines,"Within 60 days of the date of this order, the Secretary shall issue guidance regarding what counts as a qualified test reactor.",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_deadlines,"take action to reform the Department's rules governing compliance with the National Environmental Policy Act (NEPA) no later than June 30, 2025.",2026-09-04T20:37:49+00:00
14305,2025-10803,ungrounded_deadlines,"within 30 days of the date of this order, the Attorney General, the Secretary of Transportation, the Secretary of Homeland Security, and the Chairman of the Federal Communications Commission shall revise the August 2020 ""Advisory ...""",2026-09-04T20:37:49+00:00
14306,2025-10804,ungrounded_deadlines,"By December 1, 2025, the Secretary of Commerce, acting through the Director of NIST, shall develop and publish a preliminary update to the SSDF",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_deadlines,"Within 30 days of the date of this order, the Secretary of Transportation, acting through the Administrator of the FAA, shall issue a proposed rule enabling routine BVLOS operations",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of Transportation, acting through the Administrator of the FAA, shall identify and describe additional regulatory barriers to BVLOS implementation",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary of Transportation, acting through the Administrator of the FAA, shall initiate the deployment of artificial intelligence (AI) tools to assist in the review of UAS waiver applications",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Commerce, in coordination with the Secretary of State, the Secretary of Defense, and the Secretary of Energy, shall review and amend export control regulations",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Defense shall expand DIU's Blue UAS List to include all drones and critical drone components",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary of Defense shall submit a report to the President ... describing any unnecessary barriers to accessing electromagnetic spectrum for conducting UAS training",2026-09-04T20:37:49+00:00
14318,2025-14212,ungrounded_deadlines,"The Executive Director (Executive Director) of the Federal Permitting Improvement Steering Council (FPISC) may, within 30 days of the date that a project is identified to FPISC by a relevant agency, designate a Qualifying Project as a transparency project pursuant to ... FAST‑41",2026-09-04T20:37:49+00:00
14322,2025-14392,ungrounded_deadlines,"Within 60 days of the date of this order, the Attorney General and the Chairman of the Federal Trade Commission shall: … develop a plan",2026-09-04T20:37:49+00:00
14336,2025-15823,ungrounded_deadlines,"Within 90 days of the date of this order, the ASPR shall provide the APHSA, the APEP, and the OMB with an update … and a plan to:",2026-09-04T20:37:49+00:00
14342,2025-16618,ungrounded_deadlines,"Within 30 days of the date of this order, the Attorney General shall submit to the President a list of States and local jurisdictions that have substantially eliminated cash bail.",2026-09-04T20:37:49+00:00
14363,2025-21665,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary shall: identify a set of initial data and model assets",2026-09-04T20:37:49+00:00
14383,2026-02814,ungrounded_deadlines,"Within 120 days of the date of this order, the Secretary of War, in coordination with the Secretary of State and the Secretary of Commerce, shall submit to the President a sales catalog of prioritized platforms and systems",2026-09-04T20:37:49+00:00
14409,2026-11415,ungrounded_deadlines,"Within 60 days of the date of this order, the Secretary of the Treasury, the Secretary of War, ... shall develop and maintain a classified benchmarking process ...",2026-09-04T20:37:49+00:00
14409,2026-11415,ungrounded_deadlines,"Within 60 days of the date of this order, the Secretary of the Treasury, the Secretary of War, ... shall design a voluntary framework with AI developers ...",2026-09-04T20:37:49+00:00
14411,2026-11595,ungrounded_deadlines,"Within 90 days of the date of this order, the Secretary shall enhance transparency in customs ... publishing annual enforcement transparency reports",2026-09-04T20:37:49+00:00
14412,2026-12909,ungrounded_deadlines,"Within 180 days of the date of this order, the FAR Council ... shall publish a proposed rule amending the Federal Acquisition Regulation (FAR) to require covered contractors to comply by December 31, 2030",2026-09-04T20:37:49+00:00
14412,2026-12909,ungrounded_deadlines,"Within 180 days of the date of this order, the Director of the NSA ... shall submit a report to the President ... on the status of PQC migration for agencies that own or operate National Security Systems",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of Commerce shall develop a plan ... to encourage contributions to the QC‑ADDS Effort from commercial quantum computing companies.",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary of War shall establish or designate activities and programs to develop the tools and capabilities necessary to advance readiness for national security applications of quantum computing",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_deadlines,Within 180 days of the date of this order: (ii) the Director of NSF shall take steps to issue grants for establishing QIST user facilities ...,2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_deadlines,the APST shall recommend a revised NQIAC membership list and shall task the NQIAC to develop recommendations ... within 210 days of the date of this order,2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_deadlines,"Reports shall be submitted to the President, through the APST and the Director of OMB, regarding the actions directed in: (ii) section 5(b) of this order within 120 days of the date of this order;",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_deadlines,"Reports shall be submitted to the President, through the APST and the APNSA, regarding the actions directed in: (ii) section 9(a) of this order within 180 days of the date of this order;",2026-09-04T20:37:49+00:00
14415,2026-15003,ungrounded_deadlines,"Within 180 days of the date of this order, the Secretary shall initiate regulatory action to: (i) identify ... acquisitions ...; (ii) require contractors ... to qualify and utilize an alternative source",2026-09-04T20:37:49+00:00
12919,94-14027,ungrounded_relationships,"Executive Order No. 12773 of September 26, 1991, except that part of the order that amends section 604 of Executive Order 10480",2026-09-04T20:37:49+00:00
12932,94-25940,ungrounded_relationships,"I hereby revoke Executive Order Nos. 12775, 12779, 12853, 12872, 12914, 12917, 12920, and 12922.",2026-09-04T20:37:49+00:00
13064,97-27644,ungrounded_relationships,"Section 6(f), as amended, shall be further amended by deleting ``the Principals Committee, the Steering Committee, and the Advisory Committee''",2026-09-04T20:37:49+00:00
13088,98-15888,ungrounded_relationships,"all property and interests in property of the Governments of the Federal Republic of Yugoslavia (Serbia and Montenegro), the Republic of Serbia, and the Republic of Montenegro are hereby blocked.",2026-09-04T20:37:49+00:00
13115,99-7999,ungrounded_relationships,The Secretary of Transportation shall select from among Task Force members a Chair and Vice Chair for the Task Force.,2026-09-04T20:37:49+00:00
13197,01-2398,ungrounded_relationships,"Sec. 2. Civil Service Rule VII (5 CFR Part 7) is amended -- (a) by striking section 7.2; (b) by redesignating sections 7.3 and 7.4 as sections 7.2 and 7.3, respectively; and (c) by amending the table of sections to read as follows:",2026-09-04T20:37:49+00:00
13204,01-4624,ungrounded_relationships,"Section 1. Executive Order 12933 of October 20, 1994, ... is revoked.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 12. Executive Order 13154 of May 3, 2000 ... is amended by striking “the Secretary of Transportation” ... inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 14. Executive Order 13120 of April 27, 1999 ... is amended by striking “the Secretary of Transportation” and inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 17. Executive Order 13076 of February 24, 1998 ... is amended by striking “the Secretary of Transportation” and inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 20. Executive Order 12985 of January 11, 1996 ... is amended by striking “the Secretary of Transportation” ... inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 21. Executive Order 12982 of December 8, 1995 ... is amended by striking “the Secretary of Transportation” and inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 22. Executive Order 12978 of October 21, 1995 ... is amended by inserting “, the Secretary of Homeland Security,” after “the Attorney General”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 28. Executive Order 12830 of January 9, 1993 ... is amended by striking “the Secretary of Transportation” wherever it appears and inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 30. Executive Order 12807 of May 24, 1992 ... is amended by striking “the Attorney General” ... inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 31. Executive Order 12793 of March 20, 1992 ... is amended by striking “the Secretary of Transportation” ... inserting “the Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
13286,03-5343,ungrounded_relationships,"Sec. 32. Executive Order 12789 of February 10, 1992 ... is amended by striking “The Attorney General” ... inserting “The Secretary of Homeland Security”.",2026-09-04T20:37:49+00:00
